CREATION_DATE,Sales_Channel,Party_Name,Account_Number,Account_Name,Order_Number,Order_Line_Id,Item_Cat_New,SKU,List_Price,Total_Discount,Discount_Sub_Category_1,Discount_Sub_Category_2,Discount_Sub_Category_3,Gross_Sales,Cost_of_Goods_Sold,Other_Cost_of_Goods_Sold,Gross_Margin,Total_Units_sold,Creation_Date_Only,Creation_Time
2025-01-22 11:09:04,Sales Channel 6,Party 1629,1009515,Customer Name5718,202716364,11100256,Item Category99,SKU2369,4264,-1891.96,-1355.959961,-536,0,2372.04,-769.979,-69.24,1532.821,1,2025-01-22,11:09:04
2025-02-27 15:13:48,Sales Channel 6,Party 1741,1007680,Customer Name1559,202790413,11100257,Item Category33,SKU1375,4260,-471.48,-471.480011,0,0,3788.52,-2610.712,-118.8,1059.008,1,2025-02-27,15:13:48
2025-01-24 22:13:11,Sales Channel 6,Party 1741,1007680,Customer Name1559,202833538,11100258,Item Category87,SKU2662,4752,-1509.76,-1509.76001,0,0,3242.24,-1913.868,-263.96,1064.412,1,2025-01-24,22:13:11
2025-01-03 22:25:39,Sales Channel 8,Party 3140,1011175,Customer Name5357,202738583,11100259,Item Category34,SKU2242,1196,-424,-424,0,0,772,-419.664,-54.36,297.976,1,2025-01-03,22:25:39
2025-02-14 22:20:33,Sales Channel 6,Party 1741,1007680,Customer Name1559,202847043,11100260,Item Category33,SKU2689,2120,-233.6,-233.6000061,0,0,1886.4,-1076.133,-150.92,659.347,1,2025-02-14,22:20:33
2025-01-15 08:26:38,Sales Channel 6,Party 1741,1007680,Customer Name1559,202418137,11100261,Item Category62,SKU1078,2696,-900,-900,0,0,1796,-1511.006,53.4,338.394,1,2025-01-15,08:26:38
2025-01-21 22:21:28,Sales Channel 4,Party 1741,1007968,Customer Name4659,202593548,11100262,Item Category33,SKU152,15288,-38.24,-267.6799927,0,0,15020.32,-10027.034,-4993.286,0,7,2025-01-21,22:21:28
2025-01-18 08:14:39,Sales Channel 4,Party 1537,1007336,Customer Name6628,203059703,11100263,Item Category25,SKU258,1412,0,0,0,0,1412,-1194.42,72.48,290.06,1,2025-01-18,08:14:39
2025-01-08 15:14:37,Sales Channel 6,Party 1741,1007680,Customer Name1559,203035389,11100264,Item Category53,SKU2326,3548,-1131.08,-1131.079956,0,0,2416.92,-1755.105,-209.44,452.375,1,2025-01-08,15:14:37
2025-02-12 22:19:22,Sales Channel 4,Party 275,1012670,Customer Name2003,202594244,11100265,Item Category94,SKU304,2128,0,0,0,0,2128,-1764.548,-131.76,231.692,1,2025-02-12,22:19:22
2025-02-25 08:16:35,Sales Channel 6,Party 1741,1007680,Customer Name1559,202632149,11100266,Item Category62,SKU1078,2696,-833.2,-833.2000122,0,0,1862.8,-1511.006,53.4,405.194,1,2025-02-25,08:16:35
2025-02-25 22:13:08,Sales Channel 6,Party 841,1008980,Customer Name1054,202856253,11100267,Item Category104,SKU45,7864,-1348,-2696,0,0,5168,-2847.526,-467.52,1852.954,2,2025-02-25,22:13:08
2025-01-02 22:15:28,Sales Channel 4,Party 995,1012488,Customer Name7281,202736280,11100268,Item Category33,SKU892,14352,-332,0,-1992,0,12360,-7648.269,-940.32,3771.411,6,2025-01-02,22:15:28
2025-02-14 08:13:06,Sales Channel 4,Party 3299,1009697,Customer Name6400,202496372,11100269,Item Category58,SKU1713,5980,0,0,0,0,5980,-2331.351,-129.12,3519.529,1,2025-02-14,08:13:06
2025-01-16 11:07:47,Sales Channel 6,Party 2327,1011235,Customer Name5121,202631846,11100270,Item Category55,SKU2876,7196,-1176.8,-504.7999878,-672,0,6019.2,-2807.048,-117.24,3094.912,1,2025-01-16,11:07:47
2025-01-29 08:13:01,Sales Channel 6,Party 1741,1007680,Customer Name1559,202798843,11100271,Item Category1,SKU850,732,-12.84,-12.84000015,0,0,719.16,-497.262,133,354.898,1,2025-01-29,08:13:01
2025-02-17 15:11:19,Sales Channel 6,Party 1741,1007680,Customer Name1559,202906565,11100272,Item Category62,SKU557,3448,-1058.56,-1058.560059,0,0,2389.44,-1683.608,47.96,753.792,1,2025-02-17,15:11:19
2025-02-26 08:11:24,Sales Channel 4,Party 3046,1007121,Customer Name2942,203000043,11100273,Item Category34,SKU271,680,0,0,0,0,680,-393.067,-46.08,240.853,1,2025-02-26,08:11:24
2025-01-20 08:05:24,Sales Channel 4,Party 1069,1002283,Customer Name19,202889870,11100274,Item Category34,SKU2444,872,0,0,0,0,872,-520.017,-59.12,292.863,1,2025-01-20,08:05:24
2025-01-27 08:07:08,Sales Channel 6,Party 1741,1007680,Customer Name1559,202645208,11100275,Item Category34,SKU307,1428,-638.08,-638.0800171,0,0,789.92,-528.058,-59.12,202.742,1,2025-01-27,08:07:08
2025-01-31 22:20:04,Sales Channel 4,Party 3412,1013407,Customer Name5517,202849923,11100276,Item Category1,SKU1723,56,0,0,0,0,56,-26.671,-3.8,25.529,1,2025-01-31,22:20:04
2025-01-30 15:14:37,Sales Channel 6,Party 1518,1002736,Customer Name6375,202406705,11100277,Item Category52,SKU2643,2120,0,0,0,0,2120,-425.531,-51.64,1642.829,1,2025-01-30,15:14:37
2025-02-13 18:17:45,Sales Channel 6,Party 1741,1007680,Customer Name1559,202489567,11100278,Item Category34,SKU1701,968,-292.04,-292.0400085,0,0,675.96,-393,-46.08,236.88,1,2025-02-13,18:17:45
2025-01-17 08:27:12,Sales Channel 6,Party 1741,1007680,Customer Name1559,202449901,11100279,Item Category73,SKU1541,3844,-1167.68,-1167.680054,0,0,2676.32,-1923.434,0.52,753.406,1,2025-01-17,08:27:12
2025-01-04 18:08:37,Sales Channel 6,Party 1684,1008815,Customer Name7213,202819612,11100280,Item Category33,SKU2745,54644,-1208,0,-22952,0,31692,-26994.128,-2523.2,2174.672,19,2025-01-04,18:08:37
2025-02-13 08:14:03,Sales Channel 6,Party 1741,1007680,Customer Name1559,202693982,11100281,Item Category87,SKU2418,7048,-2241.64,-2241.639893,0,0,4806.36,-3296.616,-514.12,995.624,1,2025-02-13,08:14:03
2025-01-16 08:16:05,Sales Channel 6,Party 1566,1000595,Customer Name2010,203053123,11100282,Item Category62,SKU1382,1920,-537.6,-345.6000061,-192,0,1382.4,-1669.874,47.96,-239.514,1,2025-01-16,08:16:05
2025-01-18 22:06:46,Sales Channel 6,Party 146,1009436,Customer Name5884,202551782,11100283,Item Category34,SKU915,1584,-100,0,-100,0,1484,-542.064,-62.72,879.216,1,2025-01-18,22:06:46
2025-01-14 18:13:48,Sales Channel 4,Party 278,1011153,Customer Name7116,202840106,11100284,Item Category49,SKU311,2572,-204,-204,0,0,2368,-767.812,-78.84,1521.348,1,2025-01-14,18:13:48
2025-01-27 11:10:20,Sales Channel 4,Party 1579,1000171,Customer Name6518,202713828,11100285,Item Category27,SKU335,34960,-964,0,-9640,0,25320,-17219.149,44.8,8145.651,10,2025-01-27,11:10:20
2025-02-14 18:14:15,Sales Channel 6,Party 1741,1006695,Customer Name5318,202772534,11100286,Item Category104,SKU116,2056,-456.52,-456.519989,0,0,1599.48,-873.584,-187,538.896,1,2025-02-14,18:14:15
2025-02-26 08:10:48,Sales Channel 6,Party 108,1000078,Customer Name1324,203058380,11100287,Item Category89,SKU775,14716,-1840,-1840,0,0,12876,-5109.894,-263.08,7503.026,1,2025-02-26,08:10:48
2025-01-08 22:14:54,Sales Channel 6,Party 2123,1006863,Customer Name4653,202979452,11100288,Item Category87,SKU1601,8956,-3200,-3200,0,0,5756,-3788.309,-555.44,1412.251,1,2025-01-08,22:14:54
2025-02-14 18:14:15,Sales Channel 6,Party 2009,1003971,Customer Name623,202454399,11100289,Item Category76,SKU2128,2788,0,0,0,0,2788,-763.305,-72.96,1951.735,1,2025-02-14,18:14:15
2025-01-23 08:12:36,Sales Channel 6,Party 2009,1010669,Customer Name425,202941145,11100290,Item Category25,SKU2450,39952,-168,0,-3696,0,36256,-21761.916,1639.44,16133.524,22,2025-01-23,08:12:36
2025-02-03 11:08:24,Sales Channel 6,Party 146,1014224,Customer Name2394,203040192,11100291,Item Category4,SKU2486,472,-116,0,-116,0,356,-189.774,-22.52,143.706,1,2025-02-03,11:08:24
2025-01-30 15:15:03,Sales Channel 4,Party 1023,1006082,Customer Name3327,202556370,11100292,Item Category34,SKU2157,1320,0,0,0,0,1320,-723.674,-64.44,531.886,1,2025-01-30,15:15:03
2025-02-15 08:07:49,Sales Channel 10,Party 1908,1014398,Customer Name3964,202840084,11100293,Item Category123,SKU2765,6116,0,0,0,0,6116,-1258.593,-103,4754.407,1,2025-02-15,08:07:49
2025-01-17 08:27:05,Sales Channel 6,Party 2289,1000212,Customer Name6062,202756278,11100294,Item Category25,SKU1688,2492,-1092,-1092,0,0,1400,-1126.031,72.48,346.449,1,2025-01-17,08:27:05
2025-02-01 15:22:51,Sales Channel 4,Party 678,1007508,Customer Name6764,202459804,11100295,Item Category27,SKU1328,3200,0,0,0,0,3200,-1847.804,-42,1310.196,1,2025-02-01,15:22:51
2025-01-17 15:16:50,Sales Channel 6,Party 1741,1007680,Customer Name1559,202899058,11100296,Item Category6,SKU984,5504,-96.32,-96.31999969,0,0,5407.68,-3042.495,-446.24,1918.945,1,2025-01-17,15:16:50
2025-02-09 09:16:38,Sales Channel 6,Party 1731,1002204,Customer Name7259,202966755,11100297,Item Category25,SKU258,1388,-759.04,0,0,-759.039978,628.96,-1194.42,72.48,-492.98,1,2025-02-09,09:16:38
2025-01-14 18:14:20,Sales Channel 4,Party 3250,1013041,Customer Name2399,202635765,11100298,Item Category114,SKU1842,40,0,0,0,0,40,-21.71,-3.84,14.45,1,2025-01-14,18:14:20
2025-01-28 18:12:11,Sales Channel 6,Party 2685,1002395,Customer Name4043,202595739,11100299,Item Category5,SKU1907,6540,-1799.88,-1799.880005,0,0,4740.12,-1570.001,-114.32,3055.799,1,2025-01-28,18:12:11
2025-01-09 08:33:29,Sales Channel 4,Party 1069,1008059,Customer Name1512,202526178,11100300,Item Category102,SKU506,1828,0,0,0,0,1828,-1255.596,42.4,614.804,1,2025-01-09,08:33:29
2025-01-02 18:10:35,Sales Channel 4,Party 755,1010963,Customer Name4447,202931631,11100301,Item Category6,SKU984,3560,0,0,0,0,3560,-3042.495,-446.24,71.265,1,2025-01-02,18:10:35
2025-01-21 08:10:18,Sales Channel 4,Party 3569,1008624,Customer Name4122,202879604,11100302,Item Category25,SKU1679,1240,0,0,0,0,1240,-901.942,88.16,426.218,1,2025-01-21,08:10:18
2025-02-03 15:14:35,Sales Channel 6,Party 1741,1007680,Customer Name1559,202894579,11100303,Item Category25,SKU2237,2216,-793.36,-793.3599854,0,0,1422.64,-1107.88,74.52,389.28,1,2025-02-03,15:14:35
2025-02-28 18:12:35,Sales Channel 6,Party 1741,1007680,Customer Name1559,203052903,11100304,Item Category94,SKU2704,2808,-548.28,-548.2800293,0,0,2259.72,-1502.955,-163.44,593.325,1,2025-02-28,18:12:35
2025-01-10 08:12:58,Sales Channel 6,Party 2355,1013193,Customer Name294,202848064,11100305,Item Category114,SKU122,332,0,0,0,0,332,-121.838,-7.68,202.482,1,2025-01-10,08:12:58
2025-02-07 18:11:15,Sales Channel 6,Party 1741,1007680,Customer Name1559,202581986,11100306,Item Category104,SKU1562,1396,-24.44,-24.44000053,0,0,1371.56,-880.421,-176.44,314.699,1,2025-02-07,18:11:15
2025-02-01 22:03:45,Sales Channel 6,Party 891,1011016,Customer Name6359,202892646,11100307,Item Category109,SKU2080,2196,-400,-400,0,0,1796,-764.81,-57.52,973.67,1,2025-02-01,22:03:45
2025-01-08 08:12:38,Sales Channel 6,Party 2289,1000212,Customer Name6062,202723792,11100308,Item Category57,SKU1405,1076,0,0,0,0,1076,-1037.04,-60.2,-21.24,1,2025-01-08,08:12:38
2025-01-22 15:15:21,Sales Channel 6,Party 1731,1006483,Customer Name6700,202945995,11100309,Item Category34,SKU307,1024,110.32,0,0,220.6399994,1244.64,-1056.116,-118.24,70.284,2,2025-01-22,15:15:21
2025-01-21 11:08:38,Sales Channel 6,Party 2039,1007003,Customer Name7135,202854963,11100310,Item Category104,SKU640,9828,-1104,-3312,0,0,6516,-3683.325,-570.24,2262.435,3,2025-01-21,11:08:38
2025-01-20 18:10:11,Sales Channel 6,Party 1741,1007680,Customer Name1559,202968218,11100311,Item Category15,SKU1066,3844,-1262,-1262,0,0,2582,-1752.534,-133.64,695.826,1,2025-01-20,18:10:11
2025-01-16 15:17:28,Sales Channel 6,Party 1684,1008815,Customer Name7213,202704381,11100312,Item Category117,SKU1203,17904,-3348,0,-6696,0,11208,-5352.617,-490.88,5364.503,2,2025-01-16,15:17:28
2025-02-08 22:03:37,Sales Channel 6,Party 2815,1010395,Customer Name3508,202848597,11100313,Item Category124,SKU130,29700,-1188,-1188,0,0,28512,-16566.145,-616.28,11329.575,1,2025-02-08,22:03:37
2025-02-27 18:14:03,Sales Channel 4,Party 1537,1011161,Customer Name2724,202505266,11100314,Item Category94,SKU304,2652,0,0,0,0,2652,-1764.548,-131.76,755.692,1,2025-02-27,18:14:03
2025-01-14 08:13:06,Sales Channel 6,Party 2009,1003971,Customer Name623,202935453,11100315,Item Category123,SKU2294,4512,0,0,0,0,4512,-1254.125,-103,3154.875,1,2025-01-14,08:13:06
2025-02-22 08:11:28,Sales Channel 6,Party 1966,1003863,Customer Name1627,202894200,11100316,Item Category102,SKU1173,3592,-313.84,-627.6799927,0,0,2964.32,-2368.926,101.92,697.314,2,2025-02-22,08:11:28
2025-01-28 08:16:28,Sales Channel 6,Party 1741,1007680,Customer Name1559,202783411,11100317,Item Category89,SKU2135,3848,-1262.08,-1262.079956,0,0,2585.92,-1723.314,-140.72,721.886,1,2025-01-28,08:16:28
2025-02-27 15:13:13,Sales Channel 4,Party 865,1004046,Customer Name5064,202898669,11100318,Item Category27,SKU2081,2900,0,0,0,0,2900,-1701.014,4.48,1203.466,1,2025-02-27,15:13:13
2025-01-27 18:11:42,Sales Channel 6,Party 2965,1010788,Customer Name6438,202911027,11100319,Item Category75,SKU322,192,-62.8,-6.800000191,-56,0,129.2,-57.677,-16.44,55.083,1,2025-01-27,18:11:42
2025-01-27 11:10:20,Sales Channel 6,Party 2009,1003971,Customer Name623,202927602,11100320,Item Category27,SKU407,2096,0,0,0,0,2096,-1516.08,-8.76,571.16,1,2025-01-27,11:10:20
2025-01-15 08:26:43,Sales Channel 4,Party 787,1003929,Customer Name4651,202661958,11100321,Item Category6,SKU549,4208,0,0,0,0,4208,-3103.02,-449.12,655.86,1,2025-01-15,08:26:43
2025-01-31 18:12:45,Sales Channel 4,Party 755,1012721,Customer Name1122,202880095,11100322,Item Category62,SKU2218,1332,0,0,0,0,1332,-1474.456,-68.88,-211.336,1,2025-01-31,18:12:45
2025-01-14 11:08:31,Sales Channel 6,Party 2009,1010669,Customer Name425,202705559,11100323,Item Category97,SKU2536,609600,-1020,0,-81600,0,528000,-251231.357,-19225.6,257543.043,80,2025-01-14,11:08:31
2025-01-03 08:13:21,Sales Channel 4,Party 1741,1007968,Customer Name4659,203053392,11100324,Item Category6,SKU984,4076,-71.36,-71.36000061,0,0,4004.64,-3042.495,-446.24,515.905,1,2025-01-03,08:13:21
2025-02-01 15:22:54,Sales Channel 4,Party 824,1002629,Customer Name6808,202718147,11100325,Item Category27,SKU2220,39364,0,0,0,0,39364,-20864.142,-229.84,18270.018,13,2025-02-01,15:22:54
2025-02-14 11:08:13,Sales Channel 6,Party 2550,1007017,Customer Name3513,202526185,11100326,Item Category87,SKU190,6716,-420,-420,0,0,6296,-3138.45,-531.44,2626.11,1,2025-02-14,11:08:13
2025-02-21 15:13:39,Sales Channel 4,Party 755,1005597,Customer Name6931,202718954,11100327,Item Category62,SKU295,1596,0,0,0,0,1596,-1566.81,61.24,90.43,1,2025-02-21,15:13:39
2025-02-20 08:16:03,Sales Channel 4,Party 2628,1001749,Customer Name7352,202880611,11100328,Item Category52,SKU323,636,0,0,0,0,636,-284.177,-20.04,331.783,1,2025-02-20,08:16:03
2025-02-25 18:14:40,Sales Channel 4,Party 1023,1009957,Customer Name6812,202815975,11100329,Item Category1,SKU2653,48,0,0,0,0,48,-24.911,-3.8,19.289,1,2025-02-25,18:14:40
2025-01-14 18:14:20,Sales Channel 6,Party 1741,1007680,Customer Name1559,202676659,11100330,Item Category102,SKU2243,2348,-555.92,-555.9199829,0,0,1792.08,-1224.834,44.28,611.526,1,2025-01-14,18:14:20
2025-01-07 18:12:45,Sales Channel 6,Party 3509,1009481,Customer Name3468,202708964,11100331,Item Category34,SKU1739,1132,-520,-520,0,0,612,-427.123,-46.08,138.797,1,2025-01-07,18:12:45
2025-02-28 15:18:10,Sales Channel 6,Party 1741,1007680,Customer Name1559,202520692,11100332,Item Category33,SKU2745,2644,-789.04,-789.039978,0,0,1854.96,-1420.744,-132.8,301.416,1,2025-02-28,15:18:10
2025-02-20 08:16:06,Sales Channel 6,Party 1741,1007680,Customer Name1559,202673724,11100333,Item Category87,SKU2418,7048,-2241.64,-2241.639893,0,0,4806.36,-3296.616,-514.12,995.624,1,2025-02-20,08:16:06
2025-01-27 15:11:17,Sales Channel 6,Party 1302,1014305,Customer Name463,202502580,11100334,Item Category73,SKU1949,4588,0,0,0,0,4588,-2125.46,5.4,2467.94,1,2025-01-27,15:11:17
2025-02-11 15:11:03,Sales Channel 4,Party 420,1009995,Customer Name797,202425843,11100335,Item Category5,SKU2390,2552,0,0,0,0,2552,-1598.006,-132.76,821.234,1,2025-02-11,15:11:03
2025-02-24 22:23:50,Sales Channel 6,Party 1741,1007680,Customer Name1559,202567188,11100336,Item Category92,SKU2102,4364,-76.4,-76.40000153,0,0,4287.6,-1534.765,-103.6,2649.235,1,2025-02-24,22:23:50
2025-02-05 08:10:27,Sales Channel 6,Party 267,1005571,Customer Name2433,202710122,11100337,Item Category112,SKU2069,6928,-2540.12,-1656.119995,-884,0,4387.88,-1268.745,-81.28,3037.855,1,2025-02-05,08:10:27
2025-01-31 08:14:37,Sales Channel 6,Party 1741,1007680,Customer Name1559,202455599,11100338,Item Category87,SKU4,7928,-2481.04,-2481.040039,0,0,5446.96,-3905.989,-539.48,1001.491,1,2025-01-31,08:14:37
2025-01-21 22:21:11,Sales Channel 4,Party 1069,1003555,Customer Name2360,202600332,11100339,Item Category25,SKU1679,1300,0,0,0,0,1300,-901.942,88.16,486.218,1,2025-01-21,22:21:11
2025-02-06 22:12:10,Sales Channel 4,Party 3352,1000396,Customer Name2819,202614617,11100340,Item Category68,SKU2314,1312,0,0,0,0,1312,-601.28,-114.28,596.44,1,2025-02-06,22:12:10
2025-02-17 18:12:17,Sales Channel 4,Party 1884,1006685,Customer Name7289,203051919,11100341,Item Category87,SKU1144,9208,0,0,0,0,9208,-6999.554,641.16,2849.606,1,2025-02-17,18:12:17
2025-01-02 22:15:34,Sales Channel 6,Party 1741,1007680,Customer Name1559,202873269,11100342,Item Category25,SKU2237,2216,-793.36,-793.3599854,0,0,1422.64,-1107.88,74.52,389.28,1,2025-01-02,22:15:34
2025-01-21 08:10:35,Sales Channel 6,Party 2009,1003971,Customer Name623,202921710,11100343,Item Category112,SKU684,4480,0,0,0,0,4480,-1084.84,-81.28,3313.88,1,2025-01-21,08:10:35
2025-02-28 15:18:14,Sales Channel 6,Party 1741,1007680,Customer Name1559,202893689,11100344,Item Category102,SKU2329,3188,-55.8,-55.79999924,0,0,3132.2,-1795.775,26.64,1363.065,1,2025-02-28,15:18:14
2025-01-30 18:12:59,Sales Channel 4,Party 4,1002251,Customer Name527,202896474,11100345,Item Category1,SKU2209,120,0,0,0,0,120,-73.737,-10.68,35.583,1,2025-01-30,18:12:59
2025-02-20 22:13:27,Sales Channel 6,Party 3527,1002068,Customer Name2506,202771613,11100346,Item Category57,SKU2327,484,0,0,0,0,484,-190.635,-16.96,276.405,1,2025-02-20,22:13:27
2025-01-21 08:10:37,Sales Channel 6,Party 1741,1007680,Customer Name1559,202983745,11100347,Item Category102,SKU1497,1908,-308.52,-308.519989,0,0,1599.48,-1188.061,50.96,462.379,1,2025-01-21,08:10:37
2025-01-03 08:12:41,Sales Channel 6,Party 1741,1007680,Customer Name1559,203054182,11100348,Item Category94,SKU977,2512,-578.44,-578.4400024,0,0,1933.56,-1346.75,-163.44,423.37,1,2025-01-03,08:12:41
2025-01-23 22:21:27,Sales Channel 6,Party 1741,1007680,Customer Name1559,202816922,11100349,Item Category34,SKU2444,1168,-413.44,-413.4400024,0,0,754.56,-520.017,-59.12,175.423,1,2025-01-23,22:21:27
2025-01-31 08:14:20,Sales Channel 4,Party 278,1005872,Customer Name334,202942282,11100350,Item Category57,SKU1380,872,0,0,0,0,872,-347.62,-10.2,514.18,1,2025-01-31,08:14:20
2025-01-08 18:13:01,Sales Channel 4,Party 3046,1003121,Customer Name141,202752977,11100351,Item Category122,SKU643,688,0,0,0,0,688,-373.36,-59.12,255.52,1,2025-01-08,18:13:01
2025-01-22 18:17:27,Sales Channel 4,Party 3250,1013041,Customer Name2399,202535794,11100352,Item Category100,SKU2040,152,0,0,0,0,152,-78.689,-7.64,65.671,1,2025-01-22,18:17:27
2025-02-13 08:13:46,Sales Channel 4,Party 755,1001018,Customer Name1176,202404787,11100353,Item Category104,SKU2559,1168,0,0,0,0,1168,-910.575,-187,70.425,1,2025-02-13,08:13:46
2025-01-14 11:08:16,Sales Channel 4,Party 1181,1009375,Customer Name1454,202565022,11100354,Item Category25,SKU1679,11592,0,0,0,0,11592,-6313.597,617.12,5895.523,7,2025-01-14,11:08:16
2025-02-03 18:18:47,Sales Channel 6,Party 1741,1007680,Customer Name1559,202680444,11100355,Item Category25,SKU1051,1236,-21.64,-21.63999939,0,0,1214.36,-855.168,88.16,447.352,1,2025-02-03,18:18:47
2025-02-06 08:11:29,Sales Channel 6,Party 1741,1007680,Customer Name1559,202814556,11100356,Item Category102,SKU1942,2644,-561.12,-561.1199951,0,0,2082.88,-1575.646,26.12,533.354,1,2025-02-06,08:11:29
2025-02-08 08:10:00,Sales Channel 6,Party 2009,1010669,Customer Name425,202694850,11100357,Item Category1,SKU43,1464,-164,0,-328,0,1136,-986.339,266,415.661,2,2025-02-08,08:10:00
2025-02-04 15:21:30,Sales Channel 4,Party 1023,1000242,Customer Name510,202626567,11100358,Item Category25,SKU1111,1460,0,0,0,0,1460,-963.138,74.52,571.382,1,2025-02-04,15:21:30
2025-01-08 11:08:16,Sales Channel 6,Party 2009,1003971,Customer Name623,202824794,11100359,Item Category50,SKU663,2528,0,0,0,0,2528,-1108.979,-89.56,1329.461,1,2025-01-08,11:08:16
2025-02-22 08:11:28,Sales Channel 6,Party 1584,1009212,Customer Name176,202997464,11100360,Item Category117,SKU2730,13808,-3866.56,-2374.560059,-1492,0,9941.44,-3810.858,-245.44,5885.142,1,2025-02-22,08:11:28
2025-02-14 08:12:59,Sales Channel 4,Party 151,1000687,Customer Name1650,202769055,11100361,Item Category122,SKU730,1496,-348,0,-348,0,1148,-534.64,-59.12,554.24,1,2025-02-14,08:12:59
2025-01-29 15:15:52,Sales Channel 4,Party 3352,1001712,Customer Name2882,203041112,11100362,Item Category99,SKU2503,2008,0,0,0,0,2008,-1007.697,-82.16,918.143,1,2025-01-29,15:15:52
2025-01-28 12:12:27,Sales Channel 6,Party 1302,1002708,Customer Name3190,202932705,11100363,Item Category15,SKU2221,255744,0,0,0,0,255744,-93831.458,-5862.72,156049.822,24,2025-01-28,12:12:27
2025-01-23 15:13:41,Sales Channel 6,Party 564,1011992,Customer Name6430,202941451,11100364,Item Category75,SKU2578,512,-254,0,-254,0,258,-164.092,-16.24,77.668,1,2025-01-23,15:13:41
2025-01-02 11:09:51,Sales Channel 6,Party 1684,1008815,Customer Name7213,202811373,11100365,Item Category87,SKU2149,12792,-888,-320,-1456,0,11016,-6023.595,-1062.88,3929.525,2,2025-01-02,11:09:51
2025-02-11 08:16:58,Sales Channel 6,Party 1741,1007680,Customer Name1559,203031613,11100366,Item Category25,SKU258,2580,-1055.16,-1055.160034,0,0,1524.84,-1194.42,72.48,402.9,1,2025-02-11,08:16:58
2025-01-20 15:10:07,Sales Channel 6,Party 2009,1003971,Customer Name623,202845909,11100367,Item Category102,SKU1173,1756,0,0,0,0,1756,-1184.463,50.96,622.497,1,2025-01-20,15:10:07
2025-02-20 22:14:27,Sales Channel 6,Party 1741,1007680,Customer Name1559,202941020,11100368,Item Category49,SKU253,1820,-31.88,-31.87999916,0,0,1788.12,-695.306,-78.84,1013.974,1,2025-02-20,22:14:27
2025-02-12 15:12:54,Sales Channel 6,Party 1741,1007680,Customer Name1559,202713758,11100369,Item Category76,SKU2128,3292,-623.56,-623.5599976,0,0,2668.44,-763.305,-72.96,1832.175,1,2025-02-12,15:12:54
2025-02-26 15:15:16,Sales Channel 6,Party 2124,1005353,Customer Name90,202635582,11100370,Item Category33,SKU949,3356,-928,-928,0,0,2428,-1587.271,-134.72,706.009,1,2025-02-26,15:15:16
2025-01-22 22:16:08,Sales Channel 6,Party 1741,1007680,Customer Name1559,202459343,11100371,Item Category1,SKU2134,948,-16.6,-16.60000038,0,0,931.4,-644.084,133,420.316,1,2025-01-22,22:16:08
2025-02-11 22:25:16,Sales Channel 6,Party 1741,1007680,Customer Name1559,202566756,11100372,Item Category15,SKU1066,3844,-1262,-1262,0,0,2582,-1752.534,-133.64,695.826,1,2025-02-11,22:25:16
2025-02-06 15:19:42,Sales Channel 4,Party 1524,1001739,Customer Name2439,202530132,11100373,Item Category99,SKU1175,2944,0,0,0,0,2944,-898.083,-82.16,1963.757,1,2025-02-06,15:19:42
2025-02-10 22:12:33,Sales Channel 6,Party 1741,1007680,Customer Name1559,202698250,11100374,Item Category102,SKU2243,2348,-493.04,-493.0400085,0,0,1854.96,-1224.834,44.28,674.406,1,2025-02-10,22:12:33
2025-01-14 18:13:48,Sales Channel 4,Party 3230,1013811,Customer Name7018,202760129,11100375,Item Category25,SKU1453,2392,-1012,0,-1012,0,1380,-1053.953,74.52,400.567,1,2025-01-14,18:13:48
2025-02-10 18:11:07,Sales Channel 6,Party 1741,1007680,Customer Name1559,203035785,11100376,Item Category102,SKU1754,2056,-326.8,-326.7999878,0,0,1729.2,-1204.463,44.28,569.017,1,2025-02-10,18:11:07
2025-01-13 11:07:21,Sales Channel 6,Party 2009,1003971,Customer Name623,202619111,11100377,Item Category5,SKU26,4428,0,0,0,0,4428,-1646.499,-133.48,2648.021,1,2025-01-13,11:07:21
2025-02-28 15:18:14,Sales Channel 6,Party 1741,1007680,Customer Name1559,202573969,11100378,Item Category102,SKU1754,2056,-36,-36,0,0,2020,-1204.463,44.28,859.817,1,2025-02-28,15:18:14
2025-02-20 11:08:27,Sales Channel 6,Party 1013,1006565,Customer Name3414,202944451,11100379,Item Category102,SKU1754,13416,-748,-4488,0,0,8928,-7226.777,265.68,1966.903,6,2025-02-20,11:08:27
2025-01-25 08:09:50,Sales Channel 6,Party 1741,1007680,Customer Name1559,202623809,11100380,Item Category94,SKU1233,3548,-966,-966,0,0,2582,-1918.915,-131.76,531.325,1,2025-01-25,08:09:50
2025-02-19 15:12:11,Sales Channel 6,Party 1741,1007680,Customer Name1559,202876958,11100381,Item Category33,SKU119,2572,-375.16,-375.1600037,0,0,2196.84,-1310.074,-150.92,735.846,1,2025-02-19,15:12:11
2025-01-06 18:07:49,Sales Channel 6,Party 276,1007341,Customer Name2738,202801111,11100382,Item Category53,SKU2033,3440,-1108,-1108,0,0,2332,-1656.194,-185,490.806,1,2025-01-06,18:07:49
2025-02-18 22:21:52,Sales Channel 6,Party 1741,1007680,Customer Name1559,202557590,11100383,Item Category104,SKU1959,2348,-493.04,-493.0400085,0,0,1854.96,-915.73,-187,752.23,1,2025-02-18,22:21:52
